data_ulist_id,link,name,country,battle_rating,silver,rank,vehicle_category,type,required_exp
f-104g_italy,https://wiki.warthunder.ru/unit/f-104g_italy,▄F-104G,italy,11.0,620000,VI,Авиация,vehicle,220000
f-104s,https://wiki.warthunder.ru/unit/f-104s,F-104S,italy,11.3,830000,VII,Авиация,vehicle,300000
f-104s_asa,https://wiki.warthunder.ru/unit/f-104s_asa,F-104S.ASA,italy,12.0,950000,VII,Авиация,vehicle,350000
f-104s_cb,https://wiki.warthunder.ru/unit/f-104s_cb,▄F-104S TAF,italy,11.3,,VII,Авиация,vehicle,
f-104j,https://wiki.warthunder.ru/unit/f-104j,F-104J,japan,10.3,520000,VI,Авиация,vehicle,190000
f-4ej,https://wiki.warthunder.ru/unit/f-4ej,F-4EJ Phantom II,japan,11.0,830000,VII,Авиация,vehicle,300000
f-4ej_kai,https://wiki.warthunder.ru/unit/f-4ej_kai,F-4EJ Kai Phantom II,japan,12.3,1080000,VIII,Авиация,vehicle,400000
f-5e_fcu_thailand,https://wiki.warthunder.ru/unit/f-5e_fcu_thailand,▄F-5E FCU,japan,11.3,,VII,Авиация,vehicle,
f-4ej_adtw,https://wiki.warthunder.ru/unit/f-4ej_adtw,F-4EJ ADTW,japan,11.0,,VII,Авиация,vehicle,
f-82e,https://wiki.warthunder.ru/unit/f-82e,F-82E,usa,5.3,210000,IV,Авиация,vehicle,71000
f-80a,https://wiki.warthunder.ru/unit/f-80a,F-80A-5,usa,7.0,240000,V,Авиация,vehicle,82000
f-80,https://wiki.warthunder.ru/unit/f-80,F-80C-10,usa,7.7,300000,V,Авиация,vehicle,105000
f-104a,https://wiki.warthunder.ru/unit/f-104a,F-104A,usa,9.3,450000,VI,Авиация,vehicle,160000
f-104c,https://wiki.warthunder.ru/unit/f-104c,F-104C,usa,9.3,520000,VI,Авиация,vehicle,94000
f-5e,https://wiki.warthunder.ru/unit/f-5e,F-5E,usa,11.0,830000,VII,Авиация,vehicle,300000
f-100d,https://wiki.warthunder.ru/unit/f-100d,F-100D,usa,9.3,520000,VI,Авиация,vehicle,190000
f-4c,https://wiki.warthunder.ru/unit/f-4c,F-4C Phantom II,usa,10.0,710000,VII,Авиация,vehicle,260000
f-4e,https://wiki.warthunder.ru/unit/f-4e,F-4E Phantom II,usa,11.3,950000,VII,Авиация,vehicle,350000
f-4j,https://wiki.warthunder.ru/unit/f-4j,F-4J Phantom II,usa,12.0,950000,VII,Авиация,vehicle,350000
f-105d,https://wiki.warthunder.ru/unit/f-105d,F-105D,usa,10.0,710000,VII,Авиация,vehicle,260000
f-4s,https://wiki.warthunder.ru/unit/f-4s,F-4S Phantom II,usa,12.0,,VII,Авиация,vehicle,
f-5a,https://wiki.warthunder.ru/unit/f-5a,F-5A,usa,10.7,,VII,Авиация,vehicle,
er-2_m105_mv3,https://wiki.warthunder.ru/unit/er-2_m105_mv3,Ер-2 (М-105),ussr,3.3,47000,III,Авиация,vehicle,18000
er-2_m105r_lu2b,https://wiki.warthunder.ru/unit/er-2_m105r_lu2b,Ер-2 (М-105Р) ЛУ,ussr,3.7,76000,III,Авиация,vehicle,13000
er-2_m105_tat,https://wiki.warthunder.ru/unit/er-2_m105_tat,Ер-2 (М-105) ТАТ,ussr,3.7,,III,Авиация,vehicle,
er-2_m105r_tat,https://wiki.warthunder.ru/unit/er-2_m105r_tat,Ер-2 (М-105Р) ТАТ,ussr,3.7,,III,Авиация,vehicle,
er-2_ach30b_early,https://wiki.warthunder.ru/unit/er-2_ach30b_early,Ер-2 (АЧ-30Б) (р),ussr,4.3,155000,IV,Авиация,vehicle,46000
er-2_ach30b_late,https://wiki.warthunder.ru/unit/er-2_ach30b_late,Ер-2 (АЧ-30Б) (п),ussr,4.3,185000,IV,Авиация,vehicle,27000
ef_2000_fgr4,https://wiki.warthunder.ru/unit/ef_2000_fgr4,Typhoon FGR.4,britain,14.0,1120000,VIII,Авиация,vehicle,420000
f-5a_thailand,https://wiki.warthunder.ru/unit/f-5a_thailand,▄F-5A,japan,10.7,830000,VII,Авиация,vehicle,300000
f-5t_thailand,https://wiki.warthunder.ru/unit/f-5t_thailand,▄F-5T SCU,japan,11.3,950000,VII,Авиация,vehicle,350000
f-5ag_norway,https://wiki.warthunder.ru/unit/f-5ag_norway,◢F-5A(G),sweden,11.0,,VII,Авиация,vehicle,
f4f-4_martlet_mk4,https://wiki.warthunder.ru/unit/f4f-4_martlet_mk4,▄Martlet Mk.IV,britain,2.7,,II,Авиация,vehicle,
f-86f-30_china,https://wiki.warthunder.ru/unit/f-86f-30_china,␗F-86F-30,china,8.3,300000,V,Авиация,vehicle,105000
f-86f-40_china,https://wiki.warthunder.ru/unit/f-86f-40_china,␗F-86F-40,china,9.0,340000,V,Авиация,vehicle,61000
f-84g_china,https://wiki.warthunder.ru/unit/f-84g_china,␗F-84G-21-RE,china,7.7,270000,V,Авиация,vehicle,95000
f-84g-31-re_china,https://wiki.warthunder.ru/unit/f-84g-31-re_china,␗F-84G-31-RE,china,7.7,,V,Авиация,vehicle,
f-86k_late,https://wiki.warthunder.ru/unit/f-86k_late,▄F-86K,france,9.0,450000,VI,Авиация,vehicle,160000
f-8e_fn,https://wiki.warthunder.ru/unit/f-8e_fn,▄F-8E(FN),france,10.0,710000,VII,Авиация,vehicle,260000
f-84g_france,https://wiki.warthunder.ru/unit/f-84g_france,▄F-84G-26-RE,france,7.7,270000,V,Авиация,vehicle,95000
f-84f_france,https://wiki.warthunder.ru/unit/f-84f_france,▄F-84F,france,8.3,380000,VI,Авиация,vehicle,135000
f-84f_iaf,https://wiki.warthunder.ru/unit/f-84f_iaf,F-84F IAF,france,8.3,,VI,Авиация,vehicle,
f-86_canadair_german,https://wiki.warthunder.ru/unit/f-86_canadair_german,◄CL-13A Mk.5,germany,8.7,380000,VI,Авиация,vehicle,135000
f-86_cl_13b_mk6,https://wiki.warthunder.ru/unit/f-86_cl_13b_mk6,◄CL-13B Mk.6,germany,9.0,520000,VI,Авиация,vehicle,94000
f-86k_late_german,https://wiki.warthunder.ru/unit/f-86k_late_german,◄F-86K,germany,9.0,520000,VI,Авиация,vehicle,190000
f-84f_germany,https://wiki.warthunder.ru/unit/f-84f_germany,◄F-84F,germany,8.3,380000,VI,Авиация,vehicle,135000
f-84f_israel_iaf,https://wiki.warthunder.ru/unit/f-84f_israel_iaf,F-84F,israel,8.3,,VI,Авиация,vehicle,
f-86_cl_13_mk4_italy,https://wiki.warthunder.ru/unit/f-86_cl_13_mk4_italy,CL-13 Mk.4,italy,8.3,340000,V,Авиация,vehicle,120000
f-86k_late_italy,https://wiki.warthunder.ru/unit/f-86k_late_italy,▄F-86K,italy,9.0,450000,VI,Авиация,vehicle,160000
f-84g_italy,https://wiki.warthunder.ru/unit/f-84g_italy,▄F-84G-21-RE,italy,7.7,240000,V,Авиация,vehicle,82000
f-84f_italy,https://wiki.warthunder.ru/unit/f-84f_italy,▄F-84F,italy,8.3,380000,VI,Авиация,vehicle,135000
f1m2,https://wiki.warthunder.ru/unit/f1m2,F1M2,japan,1.0,700,I,Авиация,vehicle,2900
f-86f-30_japan,https://wiki.warthunder.ru/unit/f-86f-30_japan,F-86F-30 ▅,japan,8.3,300000,V,Авиация,vehicle,105000
f-86f-40_japan,https://wiki.warthunder.ru/unit/f-86f-40_japan,F-86F-40 ▅,japan,9.0,340000,V,Авиация,vehicle,61000
f1,https://wiki.warthunder.ru/unit/f1,F-1,japan,10.0,620000,VI,Авиация,vehicle,220000
f-86f-40_japan_blue_impulse,https://wiki.warthunder.ru/unit/f-86f-40_japan_blue_impulse,F-86F-40 JASDF▅,japan,9.0,,V,Авиация,vehicle,
f4u-1a_japan,https://wiki.warthunder.ru/unit/f4u-1a_japan,▅F4U-1A,japan,3.0,,II,Авиация,vehicle,
f-84b,https://wiki.warthunder.ru/unit/f-84b,F-84B-26,usa,7.0,240000,V,Авиация,vehicle,82000
f-84g,https://wiki.warthunder.ru/unit/f-84g,F-84G-21-RE,usa,7.7,270000,V,Авиация,vehicle,48000
f-86a-5,https://wiki.warthunder.ru/unit/f-86a-5,F-86A-5,usa,8.0,300000,V,Авиация,vehicle,105000
f-86f-25,https://wiki.warthunder.ru/unit/f-86f-25,F-86F-25,usa,8.3,340000,V,Авиация,vehicle,61000
f-86f-2,https://wiki.warthunder.ru/unit/f-86f-2,F-86F-2,usa,8.7,380000,VI,Авиация,vehicle,135000
f3f-2,https://wiki.warthunder.ru/unit/f3f-2,F3F-2,usa,1.3,700,I,Авиация,vehicle,2900
f2a-1,https://wiki.warthunder.ru/unit/f2a-1,F2A-1,usa,2.0,2100,I,Авиация,vehicle,4000
f2a-3,https://wiki.warthunder.ru/unit/f2a-3,F2A-3,usa,2.3,10000,II,Авиация,vehicle,7900
f4f-3,https://wiki.warthunder.ru/unit/f4f-3,F4F-3,usa,2.3,16000,II,Авиация,vehicle,9200
f4f-4,https://wiki.warthunder.ru/unit/f4f-4,F4F-4,usa,3.0,22000,II,Авиация,vehicle,5600
f4u-1a,https://wiki.warthunder.ru/unit/f4u-1a,F4U-1A,usa,2.7,22000,II,Авиация,vehicle,11000
f2h-2,https://wiki.warthunder.ru/unit/f2h-2,F2H-2,usa,7.3,240000,V,Авиация,vehicle,82000
f3h-2,https://wiki.warthunder.ru/unit/f3h-2,F3H-2,usa,9.0,450000,VI,Авиация,vehicle,160000
f-8e,https://wiki.warthunder.ru/unit/f-8e,F-8E,usa,10.7,710000,VII,Авиация,vehicle,260000
f3d_1,https://wiki.warthunder.ru/unit/f3d_1,F3D-1,usa,7.0,240000,V,Авиация,vehicle,82000
f-84f,https://wiki.warthunder.ru/unit/f-84f,F-84F,usa,8.3,340000,V,Авиация,vehicle,120000
f3f-2_galer,https://wiki.warthunder.ru/unit/f3f-2_galer,F3F-2 Гэлера,usa,1.3,,I,Авиация,vehicle,
f2a-1_thach,https://wiki.warthunder.ru/unit/f2a-1_thach,F2A-1 Тача,usa,2.0,,I,Авиация,vehicle,
f-89b,https://wiki.warthunder.ru/unit/f-89b,F-89B,usa,7.0,,V,Авиация,vehicle,
f-89d,https://wiki.warthunder.ru/unit/f-89d,F-89D,usa,7.0,,V,Авиация,vehicle,
f2g-1,https://wiki.warthunder.ru/unit/f2g-1,F2G-1,usa,6.0,,IV,Авиация,vehicle,
f-86f-35,https://wiki.warthunder.ru/unit/f-86f-35,F-86F-35,usa,8.3,,V,Авиация,vehicle,
f11f_1_late,https://wiki.warthunder.ru/unit/f11f_1_late,F11F-1,usa,9.0,,VI,Авиация,vehicle,
f4d_1,https://wiki.warthunder.ru/unit/f4d_1,F4D-1,usa,9.0,,VI,Авиация,vehicle,
f-84g_thailand,https://wiki.warthunder.ru/unit/f-84g_thailand,▄F-84G-21-RE,japan,7.7,270000,V,Авиация,vehicle,95000
firebrand_tf4,https://wiki.warthunder.ru/unit/firebrand_tf4,Firebrand TF.Mk.IV,britain,3.7,22000,II,Авиация,vehicle,11000
firefly_mk1,https://wiki.warthunder.ru/unit/firefly_mk1,Firefly F.Mk.I,britain,3.3,47000,III,Авиация,vehicle,18000
firefly_mk5,https://wiki.warthunder.ru/unit/firefly_mk5,Firefly FR.Mk.V,britain,3.7,76000,III,Авиация,vehicle,13000
f6f-5_france,https://wiki.warthunder.ru/unit/f6f-5_france,▄F6F-5,france,3.3,22000,II,Авиация,vehicle,11000
f6f-5n_france,https://wiki.warthunder.ru/unit/f6f-5n_france,▄F6F-5N,france,4.3,155000,IV,Авиация,vehicle,46000
f8f1b_france,https://wiki.warthunder.ru/unit/f8f1b_france,▄F8F-1B,france,6.3,185000,IV,Авиация,vehicle,54000
f4u-7,https://wiki.warthunder.ru/unit/f4u-7,F4U-7,france,6.0,185000,IV,Авиация,vehicle,54000
firefly_mk4_netherlands,https://wiki.warthunder.ru/unit/firefly_mk4_netherlands,◘Firefly F.Mk.IV,france,3.7,76000,III,Авиация,vehicle,26000
fiat_g91_r3,https://wiki.warthunder.ru/unit/fiat_g91_r3,◄G.91 R/3,germany,8.7,380000,VI,Авиация,vehicle,135000
fiat_cr42_marcolin,https://wiki.warthunder.ru/unit/fiat_cr42_marcolin,▀C.R.42 CN Марколина,germany,1.3,,I,Авиация,vehicle,
fiat_cr42,https://wiki.warthunder.ru/unit/fiat_cr42,▀CR.42,germany,1.3,,I,Авиация,vehicle,
fiat_g50_seria2,https://wiki.warthunder.ru/unit/fiat_g50_seria2,▀G.50 серия 2,germany,1.7,,I,Авиация,vehicle,
fiat_g50_seria7as,https://wiki.warthunder.ru/unit/fiat_g50_seria7as,▀G.50 AS серия 7,germany,1.7,,I,Авиация,vehicle,
fiat_g91_r4_german,https://wiki.warthunder.ru/unit/fiat_g91_r4_german,◄G.91 R/4,germany,8.7,,V,Авиация,vehicle,
fiat_cr42_italy,https://wiki.warthunder.ru/unit/fiat_cr42_italy,CR.42,italy,1.3,700,I,Авиация,vehicle,2900
fiat_g50_seria2_italy,https://wiki.warthunder.ru/unit/fiat_g50_seria2_italy,G.50 серия 2,italy,1.7,2100,I,Авиация,vehicle,4000
fiat_g50_seria7as_italy,https://wiki.warthunder.ru/unit/fiat_g50_seria7as_italy,G.50 AS серия 7,italy,1.7,6300,I,Авиация,vehicle,3000
fiat_g91_ps,https://wiki.warthunder.ru/unit/fiat_g91_ps,G.91 pre-serie,italy,8.3,300000,V,Авиация,vehicle,105000
fiat_g91_r1,https://wiki.warthunder.ru/unit/fiat_g91_r1,G.91 R/1,italy,8.7,340000,V,Авиация,vehicle,61000
fiat_g91_y,https://wiki.warthunder.ru/unit/fiat_g91_y,G.91 Y,italy,9.0,520000,VI,Авиация,vehicle,190000
fiat_g91_ys,https://wiki.warthunder.ru/unit/fiat_g91_ys,G.91 YS,italy,9.3,620000,VI,Авиация,vehicle,110000
fc_20_bis,https://wiki.warthunder.ru/unit/fc_20_bis,F.C.20 Bis,italy,2.0,6300,I,Авиация,vehicle,5900
fiat_cr42_marcolin_italy,https://wiki.warthunder.ru/unit/fiat_cr42_marcolin_italy,CR.42 CN Марколина,italy,1.3,,I,Авиация,vehicle,
fiat_g91_r4,https://wiki.warthunder.ru/unit/fiat_g91_r4,G.91 R/4,italy,8.7,,V,Авиация,vehicle,
fiat_cr42_j11,https://wiki.warthunder.ru/unit/fiat_cr42_j11,J11,sweden,1.3,700,I,Авиация,vehicle,2900
ffvs_j22_a,https://wiki.warthunder.ru/unit/ffvs_j22_a,J22-A,sweden,3.0,16000,II,Авиация,vehicle,9200
ffvs_j22_b,https://wiki.warthunder.ru/unit/ffvs_j22_b,J22-B,sweden,3.7,47000,III,Авиация,vehicle,18000
f6f-3,https://wiki.warthunder.ru/unit/f6f-3,F6F-5,usa,3.3,32000,II,Авиация,vehicle,6900
f4u-1a_usmc,https://wiki.warthunder.ru/unit/f4u-1a_usmc,F4U-1A (USMC),usa,3.0,32000,II,Авиация,vehicle,6900
f4u-1d,https://wiki.warthunder.ru/unit/f4u-1d,F4U-1D,usa,3.0,47000,II,Авиация,vehicle,9200
f4u-4,https://wiki.warthunder.ru/unit/f4u-4,F4U-4,usa,4.3,47000,III,Авиация,vehicle,18000
f8f1,https://wiki.warthunder.ru/unit/f8f1,F8F-1,usa,4.7,76000,III,Авиация,vehicle,26000
f6f-5n,https://wiki.warthunder.ru/unit/f6f-5n,F6F-5N,usa,4.3,105000,III,Авиация,vehicle,33000
f4u-1c,https://wiki.warthunder.ru/unit/f4u-1c,F4U-1C,usa,4.7,155000,IV,Авиация,vehicle,46000
f4u-4b,https://wiki.warthunder.ru/unit/f4u-4b,F4U-4B,usa,5.7,185000,IV,Авиация,vehicle,27000
f8f1b,https://wiki.warthunder.ru/unit/f8f1b,F8F-1B,usa,6.3,185000,IV,Авиация,vehicle,54000
f7f1,https://wiki.warthunder.ru/unit/f7f1,F7F-1,usa,6.3,200000,IV,Авиация,vehicle,31000
f9f-2,https://wiki.warthunder.ru/unit/f9f-2,F9F-2,usa,8.0,270000,V,Авиация,vehicle,95000
f9f-5,https://wiki.warthunder.ru/unit/f9f-5,F9F-5,usa,8.0,300000,V,Авиация,vehicle,53000
f9f-8,https://wiki.warthunder.ru/unit/f9f-8,F9F-8,usa,8.3,340000,V,Авиация,vehicle,61000
f8u-2,https://wiki.warthunder.ru/unit/f8u-2,F8U-2,usa,10.3,620000,VI,Авиация,vehicle,220000
fj_4b,https://wiki.warthunder.ru/unit/fj_4b,FJ-4B,usa,8.7,450000,VI,Авиация,vehicle,81000
f4u-4b_vmf_214,https://wiki.warthunder.ru/unit/f4u-4b_vmf_214,F4U-4B VMF-214,usa,5.7,,IV,Авиация,vehicle,
f4u-6_au-1,https://wiki.warthunder.ru/unit/f4u-6_au-1,AU-1,usa,5.7,,IV,Авиация,vehicle,
f7f3,https://wiki.warthunder.ru/unit/f7f3,F7F-3,usa,6.3,,IV,Авиация,vehicle,
ffa_p16,https://wiki.warthunder.ru/unit/ffa_p16,FFA P-16,germany,9.0,,VI,Авиация,vehicle,
fa_18c_finland,https://wiki.warthunder.ru/unit/fa_18c_finland,▄F-18C,sweden,14.0,1120000,VIII,Авиация,vehicle,420000
fa_18a,https://wiki.warthunder.ru/unit/fa_18a,F/A-18A,usa,12.3,1080000,VIII,Авиация,vehicle,400000
fa_18c_late,https://wiki.warthunder.ru/unit/fa_18c_late,F/A-18C Late,usa,14.0,1120000,VIII,Авиация,vehicle,420000
fa_18c_early,https://wiki.warthunder.ru/unit/fa_18c_early,F/A-18C Early,usa,12.7,,VIII,Авиация,vehicle,
fury_mk1,https://wiki.warthunder.ru/unit/fury_mk1,Fury Mk.I,britain,1.0,0,I,Авиация,vehicle,
fury_mk2,https://wiki.warthunder.ru/unit/fury_mk2,Fury Mk.II,britain,1.0,0,I,Авиация,vehicle,
f_16a_block_20_mlu,https://wiki.warthunder.ru/unit/f_16a_block_20_mlu,␗F-16A MLU,china,12.7,1080000,VIII,Авиация,vehicle,400000
f_100f_china,https://wiki.warthunder.ru/unit/f_100f_china,␗F-100F,china,9.3,,VI,Авиация,vehicle,
fokker_g1a,https://wiki.warthunder.ru/unit/fokker_g1a,◗Fokker G.IA,france,2.3,10000,II,Авиация,vehicle,7900
f_16a_block_15_belgium,https://wiki.warthunder.ru/unit/f_16a_block_15_belgium,▄F-16A,france,13.0,1080000,VIII,Авиация,vehicle,400000
f_16am_block_15_mlu_belgium,https://wiki.warthunder.ru/unit/f_16am_block_15_mlu_belgium,▄F-16AM,france,13.7,1100000,VIII,Авиация,vehicle,410000
fw-190a-8_france,https://wiki.warthunder.ru/unit/fw-190a-8_france,NC.900,france,5.0,,IV,Авиация,vehicle,
fw-190a-1,https://wiki.warthunder.ru/unit/fw-190a-1,Fw 190 A-1,germany,3.0,16000,II,Авиация,vehicle,9200
fw-190a-4,https://wiki.warthunder.ru/unit/fw-190a-4,Fw 190 A-4,germany,4.0,47000,III,Авиация,vehicle,18000
fw-190a-5_u2,https://wiki.warthunder.ru/unit/fw-190a-5_u2,Fw 190 A-5/U2,germany,4.0,76000,III,Авиация,vehicle,13000
fw-190d-9,https://wiki.warthunder.ru/unit/fw-190d-9,Fw 190 D-9,germany,5.0,105000,III,Авиация,vehicle,33000
fw-190a-5_cannons,https://wiki.warthunder.ru/unit/fw-190a-5_cannons,Fw 190 A-5,germany,4.3,155000,IV,Авиация,vehicle,46000
fw-190a-8,https://wiki.warthunder.ru/unit/fw-190a-8,Fw 190 A-8,germany,5.0,185000,IV,Авиация,vehicle,27000
fw-190a-5,https://wiki.warthunder.ru/unit/fw-190a-5,Fw 190 A-5/U12,germany,4.3,185000,IV,Авиация,vehicle,54000
fw-190d-12,https://wiki.warthunder.ru/unit/fw-190d-12,Fw 190 D-12,germany,5.0,200000,IV,Авиация,vehicle,31000
fw-190f-8,https://wiki.warthunder.ru/unit/fw-190f-8,Fw 190 F-8,germany,5.0,155000,IV,Авиация,vehicle,46000
fw_200c_1,https://wiki.warthunder.ru/unit/fw_200c_1,Fw 200 C-1,germany,2.0,10000,II,Авиация,vehicle,7900
fw_190a_5_u14,https://wiki.warthunder.ru/unit/fw_190a_5_u14,Fw 190 A-5/U14,germany,4.0,,III,Авиация,vehicle,
fw-189a-1,https://wiki.warthunder.ru/unit/fw-189a-1,Fw 189 A-1,germany,2.3,,I,Авиация,vehicle,
fw-190c,https://wiki.warthunder.ru/unit/fw-190c,Fw 190 C,germany,5.0,,IV,Авиация,vehicle,
fw-190d-13,https://wiki.warthunder.ru/unit/fw-190d-13,Fw 190 D-13,germany,5.0,,IV,Авиация,vehicle,
f_16a_block_10_iaf,https://wiki.warthunder.ru/unit/f_16a_block_10_iaf,Netz,israel,12.7,1080000,VIII,Авиация,vehicle,400000
f_15a_iaf,https://wiki.warthunder.ru/unit/f_15a_iaf,Baz,israel,13.0,1100000,VIII,Авиация,vehicle,410000
f_15c_baz_msip,https://wiki.warthunder.ru/unit/f_15c_baz_msip,Baz Meshupar,israel,13.7,1120000,VIII,Авиация,vehicle,420000
f_16a_block_15_adf_italy,https://wiki.warthunder.ru/unit/f_16a_block_15_adf_italy,▄F-16A ADF,italy,12.7,1080000,VIII,Авиация,vehicle,400000
f_15j,https://wiki.warthunder.ru/unit/f_15j,F-15J,japan,13.0,1100000,VIII,Авиация,vehicle,410000
f_15j_kai,https://wiki.warthunder.ru/unit/f_15j_kai,F-15J(M),japan,13.7,1120000,VIII,Авиация,vehicle,420000
f_16aj,https://wiki.warthunder.ru/unit/f_16aj,F-16AJ,japan,12.7,1080000,VIII,Авиация,vehicle,400000
fw-190a-5_japan,https://wiki.warthunder.ru/unit/fw-190a-5_japan,▅Fw 190 A-5,japan,4.3,,IV,Авиация,vehicle,
fokker_d21_serie3_finland,https://wiki.warthunder.ru/unit/fokker_d21_serie3_finland,▄Fokker D.XXI-3,sweden,1.7,2100,I,Авиация,vehicle,4000
fokker_d21_mod20,https://wiki.warthunder.ru/unit/fokker_d21_mod20,▄Fokker D.XXI,sweden,2.0,,II,Авиация,vehicle,
f_16a_block_10,https://wiki.warthunder.ru/unit/f_16a_block_10,F-16A,usa,12.3,1080000,VIII,Авиация,vehicle,400000
f_16a_block_15_adf,https://wiki.warthunder.ru/unit/f_16a_block_15_adf,F-16A ADF,usa,12.7,1100000,VIII,Авиация,vehicle,200000
f_15a,https://wiki.warthunder.ru/unit/f_15a,F-15A,usa,13.0,1100000,VIII,Авиация,vehicle,410000
f_15c_msip2,https://wiki.warthunder.ru/unit/f_15c_msip2,F-15C MSIP II,usa,13.7,1120000,VIII,Авиация,vehicle,420000
f_14a_early,https://wiki.warthunder.ru/unit/f_14a_early,F-14A Early,usa,12.7,1100000,VIII,Авиация,vehicle,410000
f_14b,https://wiki.warthunder.ru/unit/f_14b,F-14B,usa,13.0,1100000,VIII,Авиация,vehicle,200000
f_111a,https://wiki.warthunder.ru/unit/f_111a,F-111A,usa,10.7,830000,VII,Авиация,vehicle,300000
fw-190a-8_usa,https://wiki.warthunder.ru/unit/fw-190a-8_usa,▃Fw 190 A-8,usa,5.0,,IV,Авиация,vehicle,
fj_4b_agm_12b,https://wiki.warthunder.ru/unit/fj_4b_agm_12b,FJ-4B VMF-232,usa,8.7,,VI,Авиация,vehicle,
fw-190d-9_ussr,https://wiki.warthunder.ru/unit/fw-190d-9_ussr,▂Fw 190 D-9,ussr,5.0,,IV,Авиация,vehicle,
f_14a_iriaf,https://wiki.warthunder.ru/unit/f_14a_iriaf,▄F-14A IRIAF,usa,13.0,,VIII,Авиация,vehicle,
f_111c_raaf,https://wiki.warthunder.ru/unit/f_111c_raaf,F-111C,britain,11.7,950000,VII,Авиация,vehicle,350000
f_111f,https://wiki.warthunder.ru/unit/f_111f,F-111F,usa,11.7,950000,VII,Авиация,vehicle,350000
f_15i_raam,https://wiki.warthunder.ru/unit/f_15i_raam,F-15I Ra’am,israel,14.0,1120000,VIII,Авиация,vehicle,420000
f_15e,https://wiki.warthunder.ru/unit/f_15e,F-15E,usa,14.0,1120000,VIII,Авиация,vehicle,420000
f_117,https://wiki.warthunder.ru/unit/f_117,F-117,usa,8.7,,VI,Авиация,vehicle,
f_16a_block_15_ocu_thailand,https://wiki.warthunder.ru/unit/f_16a_block_15_ocu_thailand,▄F-16A OCU,japan,13.7,1080000,VIII,Авиация,vehicle,400000
f_16a_block_10_netz_mod,https://wiki.warthunder.ru/unit/f_16a_block_10_netz_mod,Netz (Mod),israel,12.7,,VIII,Авиация,vehicle,
gladiator_mk2_france,https://wiki.warthunder.ru/unit/gladiator_mk2_france,Gladiator Mk.IIF,britain,1.3,,I,Авиация,vehicle,
gladiator_mk2_silver,https://wiki.warthunder.ru/unit/gladiator_mk2_silver,Gladiator Mk.IIS,britain,1.3,,I,Авиация,vehicle,
gladiator_mk2,https://wiki.warthunder.ru/unit/gladiator_mk2,Gladiator Mk.II,britain,1.3,700,I,Авиация,vehicle,2900
gladiator_mk2_navy,https://wiki.warthunder.ru/unit/gladiator_mk2_navy,Sea Gladiator Mk.I,britain,1.0,2100,I,Авиация,vehicle,4000
harrier_frs1_early,https://wiki.warthunder.ru/unit/harrier_frs1_early,Sea Harrier FRS.1 (e),britain,10.7,710000,VII,Авиация,vehicle,260000
harrier_gr3,https://wiki.warthunder.ru/unit/harrier_gr3,Harrier GR.3,britain,9.7,620000,VI,Авиация,vehicle,220000
harrier_gr7,https://wiki.warthunder.ru/unit/harrier_gr7,Harrier GR.7,britain,12.3,1080000,VIII,Авиация,vehicle,400000
halifax_mk3,https://wiki.warthunder.ru/unit/halifax_mk3,Halifax B Mk.IIIa,britain,4.0,47000,III,Авиация,vehicle,18000
gladiator_mk2_tuck,https://wiki.warthunder.ru/unit/gladiator_mk2_tuck,Gladiator Mk.II Така,britain,1.0,,I,Авиация,vehicle,
